Municipios;Sexo;Periodo;Total
21064 San Juan del Puerto;Hombres;2016;4.494
21064 San Juan del Puerto;Hombres;2015;4.448
21064 San Juan del Puerto;Hombres;2014;4.396
21064 San Juan del Puerto;Hombres;2013;4.321
21064 San Juan del Puerto;Hombres;2012;4.257
21064 San Juan del Puerto;Hombres;2011;4.205
21064 San Juan del Puerto;Hombres;2010;4.124
21064 San Juan del Puerto;Hombres;2009;4.056
21064 San Juan del Puerto;Hombres;2008;3.943
21064 San Juan del Puerto;Hombres;2007;3.808
21064 San Juan del Puerto;Hombres;2006;3.632
21064 San Juan del Puerto;Hombres;2005;3.452
21064 San Juan del Puerto;Hombres;2004;3.281
21064 San Juan del Puerto;Hombres;2003;3.126
21064 San Juan del Puerto;Hombres;2002;3.038
21064 San Juan del Puerto;Hombres;2001;2.991
21064 San Juan del Puerto;Hombres;2000;2.961
21064 San Juan del Puerto;Hombres;1999;2.937
21064 San Juan del Puerto;Hombres;1998;2.959
21064 San Juan del Puerto;Hombres;1997;""
21064 San Juan del Puerto;Hombres;1996;2.997
21064 San Juan del Puerto;Mujeres;2019;4.626
21064 San Juan del Puerto;Mujeres;2018;4.563
21064 San Juan del Puerto;Mujeres;2017;4.533
21064 San Juan del Puerto;Mujeres;2016;4.455
21064 San Juan del Puerto;Mujeres;2015;4.384
21064 San Juan del Puerto;Mujeres;2014;4.347
21064 San Juan del Puerto;Mujeres;2013;4.279
21064 San Juan del Puerto;Mujeres;2012;4.222
21064 San Juan del Puerto;Mujeres;2011;4.169
21064 San Juan del Puerto;Mujeres;2010;4.066
21064 San Juan del Puerto;Mujeres;2009;3.993
21064 San Juan del Puerto;Mujeres;2008;3.855
21064 San Juan del Puerto;Mujeres;2007;3.712
21064 San Juan del Puerto;Mujeres;2006;3.572
21064 San Juan del Puerto;Mujeres;2005;3.429
21064 San Juan del Puerto;Mujeres;2004;3.279
21064 San Juan del Puerto;Mujeres;2003;3.118
21064 San Juan del Puerto;Mujeres;2002;3.020
21064 San Juan del Puerto;Mujeres;2001;2.970
21064 San Juan del Puerto;Mujeres;2000;2.972
21064 San Juan del Puerto;Mujeres;1999;2.945
21064 San Juan del Puerto;Mujeres;1998;2.951
21064 San Juan del Puerto;Mujeres;1997;""
21064 San Juan del Puerto;Mujeres;1996;2.993
21066 San Silvestre de Guzmán;Total;2019;623
21066 San Silvestre de Guzmán;Total;2018;""
21066 San Silvestre de Guzmán;Total;2017;""
21066 San Silvestre de Guzmán;Total;2016;""
21066 San Silvestre de Guzmán;Total;2015;""
21066 San Silvestre de Guzmán;Total;2014;""
21066 San Silvestre de Guzmán;Total;2013;""
21066 San Silvestre de Guzmán;Total;2012;""
21066 San Silvestre de Guzmán;Total;2011;""
21066 San Silvestre de Guzmán;Total;2010;""
21066 San Silvestre de Guzmán;Total;2009;""
21066 San Silvestre de Guzmán;Total;2008;""
21066 San Silvestre de Guzmán;Total;2007;""
21066 San Silvestre de Guzmán;Total;2006;""
21066 San Silvestre de Guzmán;Total;2005;""
21066 San Silvestre de Guzmán;Total;2004;""
21066 San Silvestre de Guzmán;Total;2003;""
21066 San Silvestre de Guzmán;Total;2002;""
21066 San Silvestre de Guzmán;Total;2001;""
21066 San Silvestre de Guzmán;Total;2000;""
21066 San Silvestre de Guzmán;Total;1999;""
21066 San Silvestre de Guzmán;Total;1998;""
21066 San Silvestre de Guzmán;Total;1997;""
21066 San Silvestre de Guzmán;Total;1996;""
21066 San Silvestre de Guzmán;Hombres;2019;326
21066 San Silvestre de Guzmán;Hombres;2018;316
21066 San Silvestre de Guzmán;Hombres;2017;324
21066 San Silvestre de Guzmán;Hombres;2016;322
21066 San Silvestre de Guzmán;Hombres;2015;347
21066 San Silvestre de Guzmán;Hombres;2014;375
21066 San Silvestre de Guzmán;Hombres;2013;379
21066 San Silvestre de Guzmán;Hombres;2012;387
21066 San Silvestre de Guzmán;Hombres;2011;397
21066 San Silvestre de Guzmán;Hombres;2010;411
21066 San Silvestre de Guzmán;Hombres;2009;399
21066 San Silvestre de Guzmán;Hombres;2008;396
21066 San Silvestre de Guzmán;Hombres;2007;368
21066 San Silvestre de Guzmán;Hombres;2006;348
21066 San Silvestre de Guzmán;Hombres;2005;325
21066 San Silvestre de Guzmán;Hombres;2004;322
21066 San Silvestre de Guzmán;Hombres;2003;316
21066 San Silvestre de Guzmán;Hombres;2002;347
21066 San Silvestre de Guzmán;Hombres;2001;338
21066 San Silvestre de Guzmán;Hombres;2000;320
21066 San Silvestre de Guzmán;Hombres;1999;322
21066 San Silvestre de Guzmán;Hombres;1998;318
21066 San Silvestre de Guzmán;Hombres;1997;""
21066 San Silvestre de Guzmán;Hombres;1996;327
21066 San Silvestre de Guzmán;Mujeres;2019;297
21066 San Silvestre de Guzmán;Mujeres;2018;291
21066 San Silvestre de Guzmán;Mujeres;2017;287
21066 San Silvestre de Guzmán;Mujeres;2016;282
21066 San Silvestre de Guzmán;Mujeres;2015;287
21066 San Silvestre de Guzmán;Mujeres;2014;317
21066 San Silvestre de Guzmán;Mujeres;2013;320
21066 San Silvestre de Guzmán;Mujeres;2012;331
21066 San Silvestre de Guzmán;Mujeres;2011;334
21066 San Silvestre de Guzmán;Mujeres;2010;344
21066 San Silvestre de Guzmán;Mujeres;2009;348
21066 San Silvestre de Guzmán;Mujeres;2008;358
21066 San Silvestre de Guzmán;Mujeres;2007;340
21066 San Silvestre de Guzmán;Mujeres;2006;314
21066 San Silvestre de Guzmán;Mujeres;2005;301
21066 San Silvestre de Guzmán;Mujeres;2004;305
21066 San Silvestre de Guzmán;Mujeres;2003;313
21066 San Silvestre de Guzmán;Mujeres;2002;324
21066 San Silvestre de Guzmán;Mujeres;2001;330
21066 San Silvestre de Guzmán;Mujeres;2000;327
21066 San Silvestre de Guzmán;Mujeres;1999;331
21066 San Silvestre de Guzmán;Mujeres;1998;330
21066 San Silvestre de Guzmán;Mujeres;1997;""
21066 San Silvestre de Guzmán;Mujeres;1996;333
21065 Sanlúcar de Guadiana;Total;2019;409
21065 Sanlúcar de Guadiana;Total;2018;""
21065 Sanlúcar de Guadiana;Total;2017;""
21065 Sanlúcar de Guadiana;Total;2016;""
21065 Sanlúcar de Guadiana;Total;2015;""
21065 Sanlúcar de Guadiana;Total;2014;""
21065 Sanlúcar de Guadiana;Total;2013;""
21065 Sanlúcar de Guadiana;Total;2012;""
21065 Sanlúcar de Guadiana;Total;2011;""
21065 Sanlúcar de Guadiana;Total;2010;""
21065 Sanlúcar de Guadiana;Total;2009;""
21065 Sanlúcar de Guadiana;Total;2008;""
21065 Sanlúcar de Guadiana;Total;2007;""
21065 Sanlúcar de Guadiana;Total;2006;""
21065 Sanlúcar de Guadiana;Total;2005;""
21065 Sanlúcar de Guadiana;Total;2004;""
21065 Sanlúcar de Guadiana;Total;2003;""
21065 Sanlúcar de Guadiana;Total;2002;""
21065 Sanlúcar de Guadiana;Total;2001;""
21065 Sanlúcar de Guadiana;Total;2000;""
21065 Sanlúcar de Guadiana;Total;1999;""
21065 Sanlúcar de Guadiana;Total;1998;""
21065 Sanlúcar de Guadiana;Total;1997;""
21065 Sanlúcar de Guadiana;Total;1996;""
21065 Sanlúcar de Guadiana;Hombres;2019;203
21065 Sanlúcar de Guadiana;Hombres;2018;196
21065 Sanlúcar de Guadiana;Hombres;2017;210
21065 Sanlúcar de Guadiana;Hombres;2016;218
21065 Sanlúcar de Guadiana;Hombres;2015;224
21065 Sanlúcar de Guadiana;Hombres;2014;230
21065 Sanlúcar de Guadiana;Hombres;2013;235
21065 Sanlúcar de Guadiana;Hombres;2012;226
21065 Sanlúcar de Guadiana;Hombres;2011;224
21065 Sanlúcar de Guadiana;Hombres;2010;209
21065 Sanlúcar de Guadiana;Hombres;2009;187
21065 Sanlúcar de Guadiana;Hombres;2008;189
21065 Sanlúcar de Guadiana;Hombres;2007;194
21065 Sanlúcar de Guadiana;Hombres;2006;189
21065 Sanlúcar de Guadiana;Hombres;2005;189
21065 Sanlúcar de Guadiana;Hombres;2004;187
21065 Sanlúcar de Guadiana;Hombres;2003;189
21065 Sanlúcar de Guadiana;Hombres;2002;197
21065 Sanlúcar de Guadiana;Hombres;2001;189
21065 Sanlúcar de Guadiana;Hombres;2000;197
21065 Sanlúcar de Guadiana;Hombres;1999;194
21065 Sanlúcar de Guadiana;Hombres;1998;197
21065 Sanlúcar de Guadiana;Hombres;1997;""
21065 Sanlúcar de Guadiana;Hombres;1996;191
21065 Sanlúcar de Guadiana;Mujeres;2019;206
21065 Sanlúcar de Guadiana;Mujeres;2018;200
21065 Sanlúcar de Guadiana;Mujeres;2017;209
21065 Sanlúcar de Guadiana;Mujeres;2016;213
21065 Sanlúcar de Guadiana;Mujeres;2015;219
21065 Sanlúcar de Guadiana;Mujeres;2014;217
21065 Sanlúcar de Guadiana;Mujeres;2013;226
21065 Sanlúcar de Guadiana;Mujeres;2012;220
21065 Sanlúcar de Guadiana;Mujeres;2011;216
21065 Sanlúcar de Guadiana;Mujeres;2010;199
21065 Sanlúcar de Guadiana;Mujeres;2009;180
21065 Sanlúcar de Guadiana;Mujeres;2008;181
21065 Sanlúcar de Guadiana;Mujeres;2007;184
21065 Sanlúcar de Guadiana;Mujeres;2006;184
21065 Sanlúcar de Guadiana;Mujeres;2005;190
21065 Sanlúcar de Guadiana;Mujeres;2004;183
21065 Sanlúcar de Guadiana;Mujeres;2003;190
21065 Sanlúcar de Guadiana;Mujeres;2002;195
21065 Sanlúcar de Guadiana;Mujeres;2001;192
21065 Sanlúcar de Guadiana;Mujeres;2000;200
21065 Sanlúcar de Guadiana;Mujeres;1999;203
21065 Sanlúcar de Guadiana;Mujeres;1998;196
21065 Sanlúcar de Guadiana;Mujeres;1997;""
21065 Sanlúcar de Guadiana;Mujeres;1996;201
21067 Santa Ana la Real;Total;2019;476
21067 Santa Ana la Real;Total;2018;""
21067 Santa Ana la Real;Total;2017;""
21067 Santa Ana la Real;Total;2016;""
21067 Santa Ana la Real;Total;2015;""
21067 Santa Ana la Real;Total;2014;""
21067 Santa Ana la Real;Total;2013;""
21067 Santa Ana la Real;Total;2012;""
21067 Santa Ana la Real;Total;2011;""
21067 Santa Ana la Real;Total;2010;""
21067 Santa Ana la Real;Total;2009;""
21067 Santa Ana la Real;Total;2008;""
21067 Santa Ana la Real;Total;2007;""
21067 Santa Ana la Real;Total;2006;""
21067 Santa Ana la Real;Total;2005;""
21067 Santa Ana la Real;Total;2004;""
21067 Santa Ana la Real;Total;2003;""
21067 Santa Ana la Real;Total;2002;""
21067 Santa Ana la Real;Total;2001;""
21067 Santa Ana la Real;Total;2000;""
21067 Santa Ana la Real;Total;1999;""
21067 Santa Ana la Real;Total;1998;""
21067 Santa Ana la Real;Total;1997;""
21067 Santa Ana la Real;Total;1996;""
21067 Santa Ana la Real;Hombres;2019;222
21067 Santa Ana la Real;Hombres;2018;229
21067 Santa Ana la Real;Hombres;2017;233
21067 Santa Ana la Real;Hombres;2016;235
21067 Santa Ana la Real;Hombres;2015;240
21067 Santa Ana la Real;Hombres;2014;245
21067 Santa Ana la Real;Hombres;2013;249
21067 Santa Ana la Real;Hombres;2012;251
21067 Santa Ana la Real;Hombres;2011;234
21067 Santa Ana la Real;Hombres;2010;224
21067 Santa Ana la Real;Hombres;2009;224
21067 Santa Ana la Real;Hombres;2008;245
21067 Santa Ana la Real;Hombres;2007;228
21067 Santa Ana la Real;Hombres;2006;227
21067 Santa Ana la Real;Hombres;2005;233
21067 Santa Ana la Real;Hombres;2004;232
21067 Santa Ana la Real;Hombres;2003;228
21067 Santa Ana la Real;Hombres;2002;220
21067 Santa Ana la Real;Hombres;2001;229
21067 Santa Ana la Real;Hombres;2000;239
21067 Santa Ana la Real;Hombres;1999;244
21067 Santa Ana la Real;Hombres;1998;236
21067 Santa Ana la Real;Hombres;1997;""
21067 Santa Ana la Real;Hombres;1996;235
21067 Santa Ana la Real;Mujeres;2019;254
21067 Santa Ana la Real;Mujeres;2018;251
21067 Santa Ana la Real;Mujeres;2017;258
21067 Santa Ana la Real;Mujeres;2016;263
21067 Santa Ana la Real;Mujeres;2015;283
21067 Santa Ana la Real;Mujeres;2014;289
21067 Santa Ana la Real;Mujeres;2013;286
21067 Santa Ana la Real;Mujeres;2012;291
21067 Santa Ana la Real;Mujeres;2011;286
21067 Santa Ana la Real;Mujeres;2010;269
21067 Santa Ana la Real;Mujeres;2009;258
21067 Santa Ana la Real;Mujeres;2008;274
21067 Santa Ana la Real;Mujeres;2007;256
21067 Santa Ana la Real;Mujeres;2006;257
21067 Santa Ana la Real;Mujeres;2005;269
21067 Santa Ana la Real;Mujeres;2004;263
21067 Santa Ana la Real;Mujeres;2003;266
21067 Santa Ana la Real;Mujeres;2002;250
21067 Santa Ana la Real;Mujeres;2001;260
21067 Santa Ana la Real;Mujeres;2000;270
21067 Santa Ana la Real;Mujeres;1999;270
21067 Santa Ana la Real;Mujeres;1998;259
21067 Santa Ana la Real;Mujeres;1997;""
21067 Santa Ana la Real;Mujeres;1996;260
21068 Santa Bárbara de Casa;Total;2019;1.035
21068 Santa Bárbara de Casa;Total;2018;""
21068 Santa Bárbara de Casa;Total;2017;""
21068 Santa Bárbara de Casa;Total;2016;""
21068 Santa Bárbara de Casa;Total;2015;""
21068 Santa Bárbara de Casa;Total;2014;""
21068 Santa Bárbara de Casa;Total;2013;""
21068 Santa Bárbara de Casa;Total;2012;""
21068 Santa Bárbara de Casa;Total;2011;""
21068 Santa Bárbara de Casa;Total;2010;""
21068 Santa Bárbara de Casa;Total;2009;""
21068 Santa Bárbara de Casa;Total;2008;""
21068 Santa Bárbara de Casa;Total;2007;""
21068 Santa Bárbara de Casa;Total;2006;""
21068 Santa Bárbara de Casa;Total;2005;""
21068 Santa Bárbara de Casa;Total;2004;""
21068 Santa Bárbara de Casa;Total;2003;""
21068 Santa Bárbara de Casa;Total;2002;""
21068 Santa Bárbara de Casa;Total;2001;""
21068 Santa Bárbara de Casa;Total;2000;""
21068 Santa Bárbara de Casa;Total;1999;""
21068 Santa Bárbara de Casa;Total;1998;""
21068 Santa Bárbara de Casa;Total;1997;""
21068 Santa Bárbara de Casa;Total;1996;""
21068 Santa Bárbara de Casa;Hombres;2019;511
21068 Santa Bárbara de Casa;Hombres;2018;519
21068 Santa Bárbara de Casa;Hombres;2017;533
21068 Santa Bárbara de Casa;Hombres;2016;532
21068 Santa Bárbara de Casa;Hombres;2015;552
21068 Santa Bárbara de Casa;Hombres;2014;538
21068 Santa Bárbara de Casa;Hombres;2013;544
21068 Santa Bárbara de Casa;Hombres;2012;568
21068 Santa Bárbara de Casa;Hombres;2011;577
21068 Santa Bárbara de Casa;Hombres;2010;576
21068 Santa Bárbara de Casa;Hombres;2009;577
21068 Santa Bárbara de Casa;Hombres;2008;588
21068 Santa Bárbara de Casa;Hombres;2007;581
21068 Santa Bárbara de Casa;Hombres;2006;576
21068 Santa Bárbara de Casa;Hombres;2005;603
21068 Santa Bárbara de Casa;Hombres;2004;616
21068 Santa Bárbara de Casa;Hombres;2003;627
21068 Santa Bárbara de Casa;Hombres;2002;647
21068 Santa Bárbara de Casa;Hombres;2001;656
21068 Santa Bárbara de Casa;Hombres;2000;672
21068 Santa Bárbara de Casa;Hombres;1999;690
21068 Santa Bárbara de Casa;Hombres;1998;684
21068 Santa Bárbara de Casa;Hombres;1997;""
21068 Santa Bárbara de Casa;Hombres;1996;702
21068 Santa Bárbara de Casa;Mujeres;2019;524
21068 Santa Bárbara de Casa;Mujeres;2018;535
21068 Santa Bárbara de Casa;Mujeres;2017;559
21068 Santa Bárbara de Casa;Mujeres;2016;555
21068 Santa Bárbara de Casa;Mujeres;2015;561
21068 Santa Bárbara de Casa;Mujeres;2014;555
21068 Santa Bárbara de Casa;Mujeres;2013;554
21068 Santa Bárbara de Casa;Mujeres;2012;583
21068 Santa Bárbara de Casa;Mujeres;2011;600
21068 Santa Bárbara de Casa;Mujeres;2010;586
21068 Santa Bárbara de Casa;Mujeres;2009;583
21068 Santa Bárbara de Casa;Mujeres;2008;600
21068 Santa Bárbara de Casa;Mujeres;2007;591
21068 Santa Bárbara de Casa;Mujeres;2006;582
21068 Santa Bárbara de Casa;Mujeres;2005;600
21068 Santa Bárbara de Casa;Mujeres;2004;621
21068 Santa Bárbara de Casa;Mujeres;2003;628
21068 Santa Bárbara de Casa;Mujeres;2002;655
21068 Santa Bárbara de Casa;Mujeres;2001;656
21068 Santa Bárbara de Casa;Mujeres;2000;665
21068 Santa Bárbara de Casa;Mujeres;1999;678
21068 Santa Bárbara de Casa;Mujeres;1998;693
21068 Santa Bárbara de Casa;Mujeres;1997;""
21068 Santa Bárbara de Casa;Mujeres;1996;699
21069 Santa Olalla del Cala;Total;2019;2.001
21069 Santa Olalla del Cala;Total;2018;""
21069 Santa Olalla del Cala;Total;2017;""
21069 Santa Olalla del Cala;Total;2016;""
21069 Santa Olalla del Cala;Total;2015;""
21069 Santa Olalla del Cala;Total;2014;""
21069 Santa Olalla del Cala;Total;2013;""
21069 Santa Olalla del Cala;Total;2012;""
21069 Santa Olalla del Cala;Total;2011;""
21069 Santa Olalla del Cala;Total;2010;""
21069 Santa Olalla del Cala;Total;2009;""
21069 Santa Olalla del Cala;Total;2008;""
21069 Santa Olalla del Cala;Total;2007;""
21069 Santa Olalla del Cala;Total;2006;""
21069 Santa Olalla del Cala;Total;2005;""
21069 Santa Olalla del Cala;Total;2004;""
21069 Santa Olalla del Cala;Total;2003;""
21069 Santa Olalla del Cala;Total;2002;""
21069 Santa Olalla del Cala;Total;2001;""
21069 Santa Olalla del Cala;Total;2000;""
21069 Santa Olalla del Cala;Total;1999;""
21069 Santa Olalla del Cala;Total;1998;""
21069 Santa Olalla del Cala;Total;1997;""
21069 Santa Olalla del Cala;Total;1996;""
21069 Santa Olalla del Cala;Hombres;2019;1.035
21069 Santa Olalla del Cala;Hombres;2018;1.039
21069 Santa Olalla del Cala;Hombres;2017;1.037
21069 Santa Olalla del Cala;Hombres;2016;1.047
21069 Santa Olalla del Cala;Hombres;2015;1.033
21069 Santa Olalla del Cala;Hombres;2014;1.026
21069 Santa Olalla del Cala;Hombres;2013;1.034
21069 Santa Olalla del Cala;Hombres;2012;1.082
21069 Santa Olalla del Cala;Hombres;2011;1.121
21069 Santa Olalla del Cala;Hombres;2010;1.117
21069 Santa Olalla del Cala;Hombres;2009;1.115
21069 Santa Olalla del Cala;Hombres;2008;1.090
21069 Santa Olalla del Cala;Hombres;2007;1.086
21069 Santa Olalla del Cala;Hombres;2006;1.078
21069 Santa Olalla del Cala;Hombres;2005;1.081
21069 Santa Olalla del Cala;Hombres;2004;1.102
21069 Santa Olalla del Cala;Hombres;2003;1.094
21069 Santa Olalla del Cala;Hombres;2002;1.102
21069 Santa Olalla del Cala;Hombres;2001;1.104
21069 Santa Olalla del Cala;Hombres;2000;1.127
21069 Santa Olalla del Cala;Hombres;1999;1.147
21069 Santa Olalla del Cala;Hombres;1998;1.147
21069 Santa Olalla del Cala;Hombres;1997;""
21069 Santa Olalla del Cala;Hombres;1996;1.158
21069 Santa Olalla del Cala;Mujeres;2019;966
21069 Santa Olalla del Cala;Mujeres;2018;965
21069 Santa Olalla del Cala;Mujeres;2017;966
21069 Santa Olalla del Cala;Mujeres;2016;995
21069 Santa Olalla del Cala;Mujeres;2015;977
21069 Santa Olalla del Cala;Mujeres;2014;976
21069 Santa Olalla del Cala;Mujeres;2013;989
21069 Santa Olalla del Cala;Mujeres;2012;1.038
21069 Santa Olalla del Cala;Mujeres;2011;1.069
21069 Santa Olalla del Cala;Mujeres;2010;1.060
21069 Santa Olalla del Cala;Mujeres;2009;1.072
21069 Santa Olalla del Cala;Mujeres;2008;1.074
21069 Santa Olalla del Cala;Mujeres;2007;1.056
21069 Santa Olalla del Cala;Mujeres;2006;1.057
21069 Santa Olalla del Cala;Mujeres;2005;1.062
21069 Santa Olalla del Cala;Mujeres;2004;1.074
21069 Santa Olalla del Cala;Mujeres;2003;1.079
21069 Santa Olalla del Cala;Mujeres;2002;1.090
21069 Santa Olalla del Cala;Mujeres;2001;1.099
21069 Santa Olalla del Cala;Mujeres;2000;1.117
21069 Santa Olalla del Cala;Mujeres;1999;1.150
21069 Santa Olalla del Cala;Mujeres;1998;1.131
21069 Santa Olalla del Cala;Mujeres;1997;""
21069 Santa Olalla del Cala;Mujeres;1996;1.127
21070 Trigueros;Total;2019;7.713
21070 Trigueros;Total;2018;""
21070 Trigueros;Total;2017;""
21070 Trigueros;Total;2016;""
21070 Trigueros;Total;2015;""
21070 Trigueros;Total;2014;""
21070 Trigueros;Total;2013;""
21070 Trigueros;Total;2012;""
21070 Trigueros;Total;2011;""
21070 Trigueros;Total;2010;""
21070 Trigueros;Total;2009;""
21070 Trigueros;Total;2008;""
21070 Trigueros;Total;2007;""
21070 Trigueros;Total;2006;""
21070 Trigueros;Total;2005;""
21070 Trigueros;Total;2004;""
21070 Trigueros;Total;2003;""
21070 Trigueros;Total;2002;""
21070 Trigueros;Total;2001;""
21070 Trigueros;Total;2000;""
21070 Trigueros;Total;1999;""
21070 Trigueros;Total;1998;""
21070 Trigueros;Total;1997;""
21070 Trigueros;Total;1996;""
21070 Trigueros;Hombres;2019;3.849
21070 Trigueros;Hombres;2018;3.868
21070 Trigueros;Hombres;2017;3.817
21070 Trigueros;Hombres;2016;3.766
21070 Trigueros;Hombres;2015;3.830
21070 Trigueros;Hombres;2014;3.872
21070 Trigueros;Hombres;2013;3.889
21070 Trigueros;Hombres;2012;3.885
21070 Trigueros;Hombres;2011;3.897
21070 Trigueros;Hombres;2010;3.853
21070 Trigueros;Hombres;2009;3.782
21070 Trigueros;Hombres;2008;3.727
21070 Trigueros;Hombres;2007;3.690
21070 Trigueros;Hombres;2006;3.692
21070 Trigueros;Hombres;2005;3.638
21070 Trigueros;Hombres;2004;3.604
21070 Trigueros;Hombres;2003;3.598
21070 Trigueros;Hombres;2002;3.599
21070 Trigueros;Hombres;2001;3.595
21070 Trigueros;Hombres;2000;3.596
21070 Trigueros;Hombres;1999;3.607
21070 Trigueros;Hombres;1998;3.602
21070 Trigueros;Hombres;1997;""
21070 Trigueros;Hombres;1996;3.629
21070 Trigueros;Mujeres;2019;3.864
21070 Trigueros;Mujeres;2018;3.914
21070 Trigueros;Mujeres;2017;3.891
21070 Trigueros;Mujeres;2016;3.862
21070 Trigueros;Mujeres;2015;3.916
21070 Trigueros;Mujeres;2014;3.908
21070 Trigueros;Mujeres;2013;3.933
21070 Trigueros;Mujeres;2012;3.916
21070 Trigueros;Mujeres;2011;3.923
21070 Trigueros;Mujeres;2010;3.876
21070 Trigueros;Mujeres;2009;3.802
21070 Trigueros;Mujeres;2008;3.750
21070 Trigueros;Mujeres;2007;3.706
21070 Trigueros;Mujeres;2006;3.681
21070 Trigueros;Mujeres;2005;3.622
21070 Trigueros;Mujeres;2004;3.608
21070 Trigueros;Mujeres;2003;3.596
21070 Trigueros;Mujeres;2002;3.595
21070 Trigueros;Mujeres;2001;3.602
21070 Trigueros;Mujeres;2000;3.617
21070 Trigueros;Mujeres;1999;3.618
21070 Trigueros;Mujeres;1998;3.627
21070 Trigueros;Mujeres;1997;""
21070 Trigueros;Mujeres;1996;3.651
21071 Valdelarco;Total;2019;239
21071 Valdelarco;Total;2018;""
21071 Valdelarco;Total;2017;""
21071 Valdelarco;Total;2016;""
21071 Valdelarco;Total;2015;""
21071 Valdelarco;Total;2014;""
21071 Valdelarco;Total;2013;""
21071 Valdelarco;Total;2012;""
21071 Valdelarco;Total;2011;""
21071 Valdelarco;Total;2010;""
21071 Valdelarco;Total;2009;""
21071 Valdelarco;Total;2008;""
21071 Valdelarco;Total;2007;""
21071 Valdelarco;Total;2006;""
21071 Valdelarco;Total;2005;""
21071 Valdelarco;Total;2004;""
21071 Valdelarco;Total;2003;""
21071 Valdelarco;Total;2002;""
21071 Valdelarco;Total;2001;""
21071 Valdelarco;Total;2000;""
21071 Valdelarco;Total;1999;""
21071 Valdelarco;Total;1998;""
21071 Valdelarco;Total;1997;""
21071 Valdelarco;Total;1996;""
21071 Valdelarco;Hombres;2019;112
21071 Valdelarco;Hombres;2018;112
21071 Valdelarco;Hombres;2017;110
21071 Valdelarco;Hombres;2016;111
21071 Valdelarco;Hombres;2015;109
21071 Valdelarco;Hombres;2014;108
21071 Valdelarco;Hombres;2013;110
21071 Valdelarco;Hombres;2012;112
21071 Valdelarco;Hombres;2011;119
21071 Valdelarco;Hombres;2010;118
21071 Valdelarco;Hombres;2009;124
21071 Valdelarco;Hombres;2008;114
21071 Valdelarco;Hombres;2007;106
21071 Valdelarco;Hombres;2006;113
21071 Valdelarco;Hombres;2005;118
21071 Valdelarco;Hombres;2004;120
21071 Valdelarco;Hombres;2003;123
21071 Valdelarco;Hombres;2002;125
21071 Valdelarco;Hombres;2001;128
21071 Valdelarco;Hombres;2000;132
21071 Valdelarco;Hombres;1999;131
21071 Valdelarco;Hombres;1998;133
21071 Valdelarco;Hombres;1997;""
21071 Valdelarco;Hombres;1996;137
21071 Valdelarco;Mujeres;2019;127
21071 Valdelarco;Mujeres;2018;131
21071 Valdelarco;Mujeres;2017;128
21071 Valdelarco;Mujeres;2016;122
21071 Valdelarco;Mujeres;2015;116
21071 Valdelarco;Mujeres;2014;119
21071 Valdelarco;Mujeres;2013;113
21071 Valdelarco;Mujeres;2012;122
21071 Valdelarco;Mujeres;2011;135
21071 Valdelarco;Mujeres;2010;136
21071 Valdelarco;Mujeres;2009;131
21071 Valdelarco;Mujeres;2008;126
21071 Valdelarco;Mujeres;2007;123
21071 Valdelarco;Mujeres;2006;124
21071 Valdelarco;Mujeres;2005;123
21071 Valdelarco;Mujeres;2004;130
21071 Valdelarco;Mujeres;2003;133
21071 Valdelarco;Mujeres;2002;140
21071 Valdelarco;Mujeres;2001;140
21071 Valdelarco;Mujeres;2000;143
21071 Valdelarco;Mujeres;1999;142
21071 Valdelarco;Mujeres;1998;146
21071 Valdelarco;Mujeres;1997;""
21071 Valdelarco;Mujeres;1996;146
21072 Valverde del Camino;Total;2019;12.820
21072 Valverde del Camino;Total;2018;""
21072 Valverde del Camino;Total;2017;""
21072 Valverde del Camino;Total;2016;""
21072 Valverde del Camino;Total;2015;""
21072 Valverde del Camino;Total;2014;""
21072 Valverde del Camino;Total;2013;""
21072 Valverde del Camino;Total;2012;""
21072 Valverde del Camino;Total;2011;""
21072 Valverde del Camino;Total;2010;""
21072 Valverde del Camino;Total;2009;""
21072 Valverde del Camino;Total;2008;""
21072 Valverde del Camino;Total;2007;""
21072 Valverde del Camino;Total;2006;""
21072 Valverde del Camino;Total;2005;""
21072 Valverde del Camino;Total;2004;""
21072 Valverde del Camino;Total;2003;""
21072 Valverde del Camino;Total;2002;""
21072 Valverde del Camino;Total;2001;""
21072 Valverde del Camino;Total;2000;""
21072 Valverde del Camino;Total;1999;""
21072 Valverde del Camino;Total;1998;""
21072 Valverde del Camino;Total;1997;""
21072 Valverde del Camino;Total;1996;""
21072 Valverde del Camino;Hombres;2019;6.311
21072 Valverde del Camino;Hombres;2018;6.285
21072 Valverde del Camino;Hombres;2017;6.306
21072 Valverde del Camino;Hombres;2016;6.318
21072 Valverde del Camino;Hombres;2015;6.275
21072 Valverde del Camino;Hombres;2014;6.276
21072 Valverde del Camino;Hombres;2013;6.287
21072 Valverde del Camino;Hombres;2012;6.313
21072 Valverde del Camino;Hombres;2011;6.273
21072 Valverde del Camino;Hombres;2010;6.247
21072 Valverde del Camino;Hombres;2009;6.242
21072 Valverde del Camino;Hombres;2008;6.179
21072 Valverde del Camino;Hombres;2007;6.163
21072 Valverde del Camino;Hombres;2006;6.143
21072 Valverde del Camino;Hombres;2005;6.105
21072 Valverde del Camino;Hombres;2004;6.072
